"","X","user_id","status_id","created_at","screen_name","text","source","display_text_width","reply_to_status_id","reply_to_user_id","reply_to_screen_name","is_quote","is_retweet","favorite_count","retweet_count","quote_count","reply_count","hashtags","symbols","urls_url","urls_t.co","urls_expanded_url","media_url","media_t.co","media_expanded_url","media_type","ext_media_url","ext_media_t.co","ext_media_expanded_url","ext_media_type","mentions_user_id","mentions_screen_name","lang","quoted_status_id","quoted_text","quoted_created_at","quoted_source","quoted_favorite_count","quoted_retweet_count","quoted_user_id","quoted_screen_name","quoted_name","quoted_followers_count","quoted_friends_count","quoted_statuses_count","quoted_location","quoted_description","quoted_verified","retweet_status_id","retweet_text","retweet_created_at","retweet_source","retweet_favorite_count","retweet_retweet_count","retweet_user_id","retweet_screen_name","retweet_name","retweet_followers_count","retweet_friends_count","retweet_statuses_count","retweet_location","retweet_description","retweet_verified","place_url","place_name","place_full_name","place_type","country","country_code","geo_coords","coords_coords","bbox_coords","status_url","name","location","description","url","protected","followers_count","friends_count","listed_count","statuses_count","favourites_count","account_created_at","verified","profile_url","profile_expanded_url","account_lang","profile_banner_url","profile_background_url","profile_image_url","lat","lng"
"734",47,768995960643084288,1354485531246211072,1611769490,"ftrstarsseries","Several @MLB veterans in attendance today. Going to be some opportunities created and doors opened. @NB_Baseball @Program15BB @ftrstarsseries Rolls on. #WhatWeDo #WeGotNow https://t.co/ir9d7wCshP","Twitter for iPhone",140,NA,NA,NA,FALSE,TRUE,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c(""140488570"", ""18479513"", ""365013915"")","c(""_JeremyBooth"", ""MLB"", ""NB_Baseball"")","en",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1354485406239252480,"Several @MLB veterans in attendance today. Going to be some opportunities created and doors opened. @NB_Baseball @Program15BB @ftrstarsseries Rolls on. #WhatWeDo #WeGotNow https://t.co/ir9d7wCshP",1611769460,"Twitter for iPhone",39,7,140488570,"_JeremyBooth","Jeremy Booth",16226,1679,48772,"Earth ","Husband to @_reneebooth. President and CEO @ftrstarsseries @program15bb. Baseball Analyst @khou. @nb_baseball #WeGotNow J29:11",FALSE,NA,NA,NA,NA,NA,NA,"c(NA, NA)","c(NA, NA)","c(NA, NA, NA, NA, NA, NA, NA, NA)","https://twitter.com/ftrstarsseries/status/1354485531246211078","New Balance 𝗙𝘂𝘁𝘂𝗿𝗲 𝗦𝘁𝗮𝗿𝘀 𝗦𝗲𝗿𝗶𝗲𝘀","","The global player identification and development series for @NB_Baseball executed by @Program15BB to #MakeYourName Email Us: info@program15.com","https://t.co/CHeGeKhsIQ",FALSE,22988,7747,36,20041,28289,1472177899,FALSE,"https://t.co/CHeGeKhsIQ","http://futurestarsseries.com",NA,"https://pbs.twimg.com/profile_banners/768995960643084292/1568712924",NA,"http://pbs.twimg.com/profile_images/1078436701410709505/4Q-klJoG_normal.jpg",NA,NA
"735",48,768995960643084288,1354446909721759744,1611760282,"ftrstarsseries","Solid turnout for our first ever @NB_Baseball @Program15BB @ftrstarsseries Pro Player ID Combine at Daytona Beach! #MakeYourName #WeGotNow https://t.co/Z4ccf6IxOE","Twitter for iPhone",138,NA,NA,NA,FALSE,FALSE,61,7,NA,NA,"c(""MakeYourName"", ""WeGotNow"")",NA,NA,NA,NA,"http://pbs.twimg.com/ext_tw_video_thumb/1354446850015768631/pu/img/JONsUjznyk6uawQy.jpg","https://t.co/Z4ccf6IxOE","https://twitter.com/ftrstarsseries/status/1354446909721759745/video/1","photo","http://pbs.twimg.com/ext_tw_video_thumb/1354446850015768631/pu/img/JONsUjznyk6uawQy.jpg","https://t.co/Z4ccf6IxOE","https://twitter.com/ftrstarsseries/status/1354446909721759745/video/1",NA,"c(""365013915"", ""3873202333"", ""768995960643084292"")","c(""NB_Baseball"", ""Program15BB"", ""ftrstarsseries"")","en",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c(NA, NA)","c(NA, NA)","c(NA, NA, NA, NA, NA, NA, NA, NA)","https://twitter.com/ftrstarsseries/status/1354446909721759745","New Balance 𝗙𝘂𝘁𝘂𝗿𝗲 𝗦𝘁𝗮𝗿𝘀 𝗦𝗲𝗿𝗶𝗲𝘀","","The global player identification and development series for @NB_Baseball executed by @Program15BB to #MakeYourName Email Us: info@program15.com","https://t.co/CHeGeKhsIQ",FALSE,22988,7747,36,20041,28289,1472177899,FALSE,"https://t.co/CHeGeKhsIQ","http://futurestarsseries.com",NA,"https://pbs.twimg.com/profile_banners/768995960643084292/1568712924",NA,"http://pbs.twimg.com/profile_images/1078436701410709505/4Q-klJoG_normal.jpg",NA,NA
"736",49,768995960643084288,1354960803724713984,1611882804,"ftrstarsseries","Pretty good convo with 3 year @Program15BB Vet and 2020 @NB_Baseball @ftrstarsseries National Team member @Jmills_9 about his delivery, execution, pitch selection, and role building. See you in a week because we’re like Olive Garden. When you’re here, you’re family #WeGotNow https://t.co/ujwZeJR78s","Twitter for iPhone",140,NA,NA,NA,FALSE,TRUE,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c(""140488570"", ""3873202333"", ""365013915"", ""768995960643084292"", ""843511114201812992"")","c(""_JeremyBooth"", ""Program15BB"", ""NB_Baseball"", ""ftrstarsseries"", ""Jmills_9"")","en",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1354958776584036352,"Pretty good convo with 3 year @Program15BB Vet and 2020 @NB_Baseball @ftrstarsseries National Team member @Jmills_9 about his delivery, execution, pitch selection, and role building. See you in a week because we’re like Olive Garden. When you’re here, you’re family #WeGotNow https://t.co/ujwZeJR78s",1611882320,"Twitter for iPhone",35,3,140488570,"_JeremyBooth","Jeremy Booth",16226,1679,48772,"Earth ","Husband to @_reneebooth. President and CEO @ftrstarsseries @program15bb. Baseball Analyst @khou. @nb_baseball #WeGotNow J29:11",FALSE,NA,NA,NA,NA,NA,NA,"c(NA, NA)","c(NA, NA)","c(NA, NA, NA, NA, NA, NA, NA, NA)","https://twitter.com/ftrstarsseries/status/1354960803724713998","New Balance 𝗙𝘂𝘁𝘂𝗿𝗲 𝗦𝘁𝗮𝗿𝘀 𝗦𝗲𝗿𝗶𝗲𝘀","","The global player identification and development series for @NB_Baseball executed by @Program15BB to #MakeYourName Email Us: info@program15.com","https://t.co/CHeGeKhsIQ",FALSE,22988,7747,36,20041,28289,1472177899,FALSE,"https://t.co/CHeGeKhsIQ","http://futurestarsseries.com",NA,"https://pbs.twimg.com/profile_banners/768995960643084292/1568712924",NA,"http://pbs.twimg.com/profile_images/1078436701410709505/4Q-klJoG_normal.jpg",NA,NA
"737",50,917987673171689472,1356405269631098880,1612227191,"neewkoy10132","The Intern.

#GapYear documents @BazleyDarius and his fearlessly independent path from his NB internship to the NBA hardwood. Available now on streaming platforms globally. @uninterrupted @newbalance #WeGotNow https://t.co/nGtKsZnUKE","Twitter for iPhone",140,NA,NA,NA,FALSE,TRUE,0,47,NA,NA,"GapYear",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c(""1042043028922425344"", ""3011471122"")","c(""newbalancehoops"", ""BazleyDarius"")","en",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1354807985680207872,"The Intern.

#GapYear documents @BazleyDarius and his fearlessly independent path from his NB internship to the NBA hardwood. Available now on streaming platforms globally. @uninterrupted @newbalance #WeGotNow https://t.co/nGtKsZnUKE",1611846369,"Twitter Web App",403,47,1042043028922425344,"newbalancehoops","New Balance Basketball",12551,15,594,"Boston, MA","WE GOT NOW.",TRUE,NA,NA,NA,NA,NA,NA,"c(NA, NA)","c(NA, NA)","c(NA, NA, NA, NA, NA, NA, NA, NA)","https://twitter.com/neewkoy10132/status/1356405269631098882","P’neewkoy","","",NA,FALSE,66,274,0,71234,38844,1507700291,FALSE,NA,NA,NA,"https://pbs.twimg.com/profile_banners/917987673171689478/1610264820",NA,"http://pbs.twimg.com/profile_images/1347842029569523715/Kmi8J7fM_normal.jpg",NA,NA
"738",51,1242901118423912448,1356309177036140544,1612204281,"NBTeamsportsUK","Feeling this, @fctokyoofficial 👇

#NBFootball #WeGotNow @newbalance https://t.co/wzT1hdd51U","Twitter for iPhone",107,NA,NA,NA,FALSE,TRUE,0,30,NA,NA,"c(""NBFootball"", ""WeGotNow"")",NA,NA,NA,NA,"http://pbs.twimg.com/media/Es5dj6MXcAA0oTD.jpg","https://t.co/wzT1hdd51U","https://twitter.com/NBFootball/status/1355123571606085635/photo/1","photo","http://pbs.twimg.com/media/Es5dj6MXcAA0oTD.jpg","https://t.co/wzT1hdd51U","https://twitter.com/NBFootball/status/1355123571606085635/photo/1",NA,"c(""2785934683"", ""107304549"", ""5838072"")","c(""NBFootball"", ""fctokyoofficial"", ""newbalance"")","en",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1355123571606085632,"Feeling this, @fctokyoofficial 👇

#NBFootball #WeGotNow @newbalance https://t.co/wzT1hdd51U",1611921611,"Twitter Web App",272,30,2785934683,"NBFootball","New Balance Football",310907,521,6442,"","Beware The Lion.
#NBFootball",TRUE,NA,NA,NA,NA,NA,NA,"c(NA, NA)","c(NA, NA)","c(NA, NA, NA, NA, NA, NA, NA, NA)","https://twitter.com/NBTeamsportsUK/status/1356309177036140546","NB Teamsports (UK)","United Kingdom","Fearlessly Independent. Teamwear for the ones changing the game, not just playing it. #WeGotNow #NBteam","https://t.co/FgYiNXattz",FALSE,104,467,0,37,13,1585165701,FALSE,"https://t.co/FgYiNXattz","http://newbalanceteam.co.uk",NA,"https://pbs.twimg.com/profile_banners/1242901118423912448/1585215521",NA,"http://pbs.twimg.com/profile_images/1243103911638192131/21X9jEp5_normal.jpg",NA,NA
"739",52,1242901118423912448,1356384823569485824,1612222317,"NBTeamsportsUK","Bold. Eye-catching. A cut above the rest 🔥  The new @OfficialCSA T20 kit is a must-have. 

Buy yours today online or at an NB Experience store near you: https://t.co/TXGIPI4A5V.

#WeGotNow #ProteaFire https://t.co/h7OLHGHcws","Twitter for iPhone",139,NA,NA,NA,FALSE,TRUE,0,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c(""165763061"", ""45847467"")","c(""NewBalance_SA"", ""OfficialCSA"")","en",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1293877582895742976,"Bold. Eye-catching. A cut above the rest 🔥  The new @OfficialCSA T20 kit is a must-have. 

Buy yours today online or at an NB Experience store near you: https://t.co/TXGIPI4A5V.

#WeGotNow #ProteaFire https://t.co/h7OLHGHcws",1597319429,"Sprout Social",136,12,165763061,"NewBalance_SA","New Balance SA",18660,696,8645,"South Africa","The official Twitter account of New Balance South Africa. #NewBalanceZA #WeGotNow",FALSE,NA,NA,NA,NA,NA,NA,"c(NA, NA)","c(NA, NA)","c(NA, NA, NA, NA, NA, NA, NA, NA)","https://twitter.com/NBTeamsportsUK/status/1356384823569485826","NB Teamsports (UK)","United Kingdom","Fearlessly Independent. Teamwear for the ones changing the game, not just playing it. #WeGotNow #NBteam","https://t.co/FgYiNXattz",FALSE,104,467,0,37,13,1585165701,FALSE,"https://t.co/FgYiNXattz","http://newbalanceteam.co.uk",NA,"https://pbs.twimg.com/profile_banners/1242901118423912448/1585215521",NA,"http://pbs.twimg.com/profile_images/1243103911638192131/21X9jEp5_normal.jpg",NA,NA
"740",53,1234999898338099200,1356363268709879808,1612217177,"ManiRamirez49","A look back on January as the @NB_Baseball @Program15BB @ftrstarsseries train rolls into February! #WeGotNow https://t.co/1jwPTdd4Di","Twitter for iPhone",140,NA,NA,NA,FALSE,TRUE,0,6,NA,NA,"WeGotNow",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c(""768995960643084292"", ""365013915"", ""3873202333"", ""768995960643084292"")","c(""ftrstarsseries"", ""NB_Baseball"", ""Program15BB"", ""ftrstarsseries"")","en",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1356327048122347520,"A look back on January as the @NB_Baseball @Program15BB @ftrstarsseries train rolls into February! #WeGotNow https://t.co/1jwPTdd4Di",1612208542,"Twitter for iPhone",33,6,768995960643084288,"ftrstarsseries","New Balance 𝗙𝘂𝘁𝘂𝗿𝗲 𝗦𝘁𝗮𝗿𝘀 𝗦𝗲𝗿𝗶𝗲𝘀",22988,7747,20041,"","The global player identification and development series for @NB_Baseball executed by @Program15BB to #MakeYourName Email Us: info@program15.com",FALSE,NA,NA,NA,NA,NA,NA,"c(NA, NA)","c(NA, NA)","c(NA, NA, NA, NA, NA, NA, NA, NA)","https://twitter.com/ManiRamirez49/status/1356363268709879809","Mani Ramirez 🌍.","","‘24 Lights Out Baseball                                   Mvhs",NA,FALSE,87,230,0,68,521,1583281902,FALSE,NA,NA,NA,"https://pbs.twimg.com/profile_banners/1234999898338099201/1606018790",NA,"http://pbs.twimg.com/profile_images/1294477603533987842/rof-UuJU_normal.jpg",NA,NA
"741",54,305130636,1355559694971105280,1612025591,"NewBalanceCO","¡Vamos, Mario! 💪🏻💥¡Gracias por inspirarnos, por contagiarnos siempre con tu pasión por el running y declarar tu independencia junto a New Balance! 🙌🏻

#NewBalanceCO #WeGotNow #FearlesslyIndependent","Twitter for iPhone",197,1355559368251600896,305130636,"NewBalanceCO",FALSE,FALSE,1,0,NA,NA,"c(""NewBalanceCO"", ""WeGotNow"", ""FearlesslyIndependent"")",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"es",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c(NA, NA)","c(NA, NA)","c(NA, NA, NA, NA, NA, NA, NA, NA)","https://twitter.com/NewBalanceCO/status/1355559694971105282","New Balance Colombia","Colombia, Latinoamérica","WE GOT NOW. Cuenta oficial de New Balance en Colombia. ¡Visita nuestra nueva tienda oficial online!","https://t.co/ZB015Kr3sB",FALSE,12931,1346,24,8158,3532,1306346384,FALSE,"https://t.co/ZB015Kr3sB","http://www.newbalance.com.co",NA,"https://pbs.twimg.com/profile_banners/305130636/1611158632","http://abs.twimg.com/images/themes/theme14/bg.gif","http://pbs.twimg.com/profile_images/1229527802401050624/0lLRy8vD_normal.jpg",NA,NA
"742",55,305130636,1356354192567394304,1612215014,"NewBalanceCO","Caimanes de Barranquilla es el equipo que representa a Colombia en la Serie del Caribe 2021 en Mazatlán, México. ¡Vamos con toda! 🇨🇴⚾

Encuentra aquí la camiseta &gt;&gt; https://t.co/9R6wT9E1b8

#NewBalanceBaseball #WeGotNow #NewBalanceCO #SomosColombia @FCBeisbol @CaimanesLPB https://t.co/AHlh4JOSnL","Twitter for iPhone",278,NA,NA,NA,FALSE,FALSE,3,0,NA,NA,"c(""NewBalanceBaseball"", ""WeGotNow"", ""NewBalanceCO"", ""SomosColombia"")",NA,"bit.ly/NB-Baseball","https://t.co/9R6wT9E1b8","http://bit.ly/NB-Baseball","http://pbs.twimg.com/media/EtK865oW8AMHwb9.jpg","https://t.co/AHlh4JOSnL","https://twitter.com/NewBalanceCO/status/1356354192567394311/photo/1","photo","c(""http://pbs.twimg.com/media/EtK865oW8AMHwb9.jpg"", ""http://pbs.twimg.com/media/EtK865rXIAMFp-c.jpg"", ""http://pbs.twimg.com/media/EtK865yXcAEHJ7Y.jpg"", ""http://pbs.twimg.com/media/EtK8658W4AIlp-I.jpg"")","c(""https://t.co/AHlh4JOSnL"", ""https://t.co/AHlh4JOSnL"", ""https://t.co/AHlh4JOSnL"", ""https://t.co/AHlh4JOSnL"")","c(""https://twitter.com/NewBalanceCO/status/1356354192567394311/photo/1"", ""https://twitter.com/NewBalanceCO/status/1356354192567394311/photo/1"", ""https://twitter.com/NewBalanceCO/status/1356354192567394311/photo/1"", ""https://twitter.com/NewBalanceCO/status/1356354192567394311/photo/1"")",NA,"c(""887792445114789889"", ""2802663166"")","c(""FCBeisbol"", ""caimanesLPB"")","es",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c(NA, NA)","c(NA, NA)","c(NA, NA, NA, NA, NA, NA, NA, NA)","https://twitter.com/NewBalanceCO/status/1356354192567394311","New Balance Colombia","Colombia, Latinoamérica","WE GOT NOW. Cuenta oficial de New Balance en Colombia. ¡Visita nuestra nueva tienda oficial online!","https://t.co/ZB015Kr3sB",FALSE,12931,1346,24,8158,3532,1306346384,FALSE,"https://t.co/ZB015Kr3sB","http://www.newbalance.com.co",NA,"https://pbs.twimg.com/profile_banners/305130636/1611158632","http://abs.twimg.com/images/themes/theme14/bg.gif","http://pbs.twimg.com/profile_images/1229527802401050624/0lLRy8vD_normal.jpg",NA,NA
"743",56,305130636,1354938182358474752,1611877410,"NewBalanceCO","¡Pura actitud para declarar tu estilo en el 2021! ¡Descubre lo último y lleva tu look a otro nivel! 🔥🔥🔥

&gt;&gt; https://t.co/tmGEx9kPcP &lt;&lt;

#NewBalanceCO #TiendaOnline #WeGotNow https://t.co/wYLAP8rqIO","Twitter for iPhone",185,NA,NA,NA,FALSE,FALSE,2,0,NA,NA,"c(""NewBalanceCO"", ""TiendaOnline"", ""WeGotNow"")",NA,"newbalance.com.co","https://t.co/tmGEx9kPcP","http://www.newbalance.com.co","http://pbs.twimg.com/media/Es21FIvXEAoykc6.jpg","https://t.co/wYLAP8rqIO","https://twitter.com/NewBalanceCO/status/1354938182358474753/photo/1","photo","c(""http://pbs.twimg.com/media/Es21FIvXEAoykc6.jpg"", ""http://pbs.twimg.com/media/Es21FI1XIAEL_Bq.jpg"", ""http://pbs.twimg.com/media/Es21FI6XAAE83rW.jpg"", ""http://pbs.twimg.com/media/Es21FI9XAA0s4QY.jpg"")","c(""https://t.co/wYLAP8rqIO"", ""https://t.co/wYLAP8rqIO"", ""https://t.co/wYLAP8rqIO"", ""https://t.co/wYLAP8rqIO"")","c(""https://twitter.com/NewBalanceCO/status/1354938182358474753/photo/1"", ""https://twitter.com/NewBalanceCO/status/1354938182358474753/photo/1"", ""https://twitter.com/NewBalanceCO/status/1354938182358474753/photo/1"", ""https://twitter.com/NewBalanceCO/status/1354938182358474753/photo/1"")",NA,NA,NA,"es",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c(NA, NA)","c(NA, NA)","c(NA, NA, NA, NA, NA, NA, NA, NA)","https://twitter.com/NewBalanceCO/status/1354938182358474753","New Balance Colombia","Colombia, Latinoamérica","WE GOT NOW. Cuenta oficial de New Balance en Colombia. ¡Visita nuestra nueva tienda oficial online!","https://t.co/ZB015Kr3sB",FALSE,12931,1346,24,8158,3532,1306346384,FALSE,"https://t.co/ZB015Kr3sB","http://www.newbalance.com.co",NA,"https://pbs.twimg.com/profile_banners/305130636/1611158632","http://abs.twimg.com/images/themes/theme14/bg.gif","http://pbs.twimg.com/profile_images/1229527802401050624/0lLRy8vD_normal.jpg",NA,NA
"744",57,305130636,1354176189867433984,1611695737,"NewBalanceCO","#827, comodidad y estilo con la estética de los 90 🔥🔥🔥 ¡Descubre lo último! 

Haz clic aquí: https://t.co/m4d5Byuh5p

#NewBalanceCO #WeGotNow #TiendaOnline https://t.co/RHDAbyb4Tf","Twitter for iPhone",155,NA,NA,NA,FALSE,FALSE,0,0,NA,NA,"c(""NewBalanceCO"", ""WeGotNow"", ""TiendaOnline"")",NA,"bit.ly/NB-827","https://t.co/m4d5Byuh5p","http://bit.ly/NB-827","http://pbs.twimg.com/media/EssAENdXYAk9XVg.jpg","https://t.co/RHDAbyb4Tf","https://twitter.com/NewBalanceCO/status/1354176189867433992/photo/1","photo","http://pbs.twimg.com/media/EssAENdXYAk9XVg.jpg","https://t.co/RHDAbyb4Tf","https://twitter.com/NewBalanceCO/status/1354176189867433992/photo/1",NA,NA,NA,"es",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c(NA, NA)","c(NA, NA)","c(NA, NA, NA, NA, NA, NA, NA, NA)","https://twitter.com/NewBalanceCO/status/1354176189867433992","New Balance Colombia","Colombia, Latinoamérica","WE GOT NOW. Cuenta oficial de New Balance en Colombia. ¡Visita nuestra nueva tienda oficial online!","https://t.co/ZB015Kr3sB",FALSE,12931,1346,24,8158,3532,1306346384,FALSE,"https://t.co/ZB015Kr3sB","http://www.newbalance.com.co",NA,"https://pbs.twimg.com/profile_banners/305130636/1611158632","http://abs.twimg.com/images/themes/theme14/bg.gif","http://pbs.twimg.com/profile_images/1229527802401050624/0lLRy8vD_normal.jpg",NA,NA
"745",58,140488570,1353753468314349568,1611594953,"_JeremyBooth","This one’s gonna be good. Looking forward to the @Grt8Classic as it joins the family as a @NB_Baseball @Program15BB @ftrstarsseries Partner event #WeGotNow https://t.co/VftsynZp3B","Twitter for iPhone",155,NA,NA,NA,FALSE,FALSE,62,11,NA,NA,"WeGotNow",NA,NA,NA,NA,"http://pbs.twimg.com/media/Esl_moRVEAAccaU.jpg","https://t.co/VftsynZp3B","https://twitter.com/_JeremyBooth/status/1353753468314349568/photo/1","photo","http://pbs.twimg.com/media/Esl_moRVEAAccaU.jpg","https://t.co/VftsynZp3B","https://twitter.com/_JeremyBooth/status/1353753468314349568/photo/1",NA,"c(""1322561437517099009"", ""365013915"", ""3873202333"", ""768995960643084292"")","c(""Grt8Classic"", ""NB_Baseball"", ""Program15BB"", ""ftrstarsseries"")","en",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c(NA, NA)","c(NA, NA)","c(NA, NA, NA, NA, NA, NA, NA, NA)","https://twitter.com/_JeremyBooth/status/1353753468314349568","Jeremy Booth","Earth ","Husband to @_reneebooth. President and CEO @ftrstarsseries @program15bb. Baseball Analyst @khou. @nb_baseball #WeGotNow J29:11","https://t.co/CHeGeKhsIQ",FALSE,16226,1679,32,48772,71624,1273077148,FALSE,"https://t.co/CHeGeKhsIQ","http://futurestarsseries.com",NA,"https://pbs.twimg.com/profile_banners/140488570/1611123198","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1351774778869370880/nQnXV_ke_normal.jpg",NA,NA
"746",59,140488570,1356200252970328064,1612178311,"_JeremyBooth","Just gonna be loaded. @NB_Baseball @Program15BB @ftrstarsseries Rolls on #WeGotNow https://t.co/QXMmMHchoM","Twitter for iPhone",82,NA,NA,NA,FALSE,FALSE,37,6,NA,NA,"WeGotNow",NA,NA,NA,NA,"http://pbs.twimg.com/media/EtIw8QxXIAEI6Nm.jpg","https://t.co/QXMmMHchoM","https://twitter.com/_JeremyBooth/status/1356200252970328066/photo/1","photo","c(""http://pbs.twimg.com/media/EtIw8QxXIAEI6Nm.jpg"", ""http://pbs.twimg.com/media/EtIw8QyXUAMsvEw.jpg"", ""http://pbs.twimg.com/media/EtIw8Q0XIAMeJtf.jpg"")","c(""https://t.co/QXMmMHchoM"", ""https://t.co/QXMmMHchoM"", ""https://t.co/QXMmMHchoM"")","c(""https://twitter.com/_JeremyBooth/status/1356200252970328066/photo/1"", ""https://twitter.com/_JeremyBooth/status/1356200252970328066/photo/1"", ""https://twitter.com/_JeremyBooth/status/1356200252970328066/photo/1"")",NA,"c(""365013915"", ""3873202333"", ""768995960643084292"")","c(""NB_Baseball"", ""Program15BB"", ""ftrstarsseries"")","en",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c(NA, NA)","c(NA, NA)","c(NA, NA, NA, NA, NA, NA, NA, NA)","https://twitter.com/_JeremyBooth/status/1356200252970328066","Jeremy Booth","Earth ","Husband to @_reneebooth. President and CEO @ftrstarsseries @program15bb. Baseball Analyst @khou. @nb_baseball #WeGotNow J29:11","https://t.co/CHeGeKhsIQ",FALSE,16226,1679,32,48772,71624,1273077148,FALSE,"https://t.co/CHeGeKhsIQ","http://futurestarsseries.com",NA,"https://pbs.twimg.com/profile_banners/140488570/1611123198","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1351774778869370880/nQnXV_ke_normal.jpg",NA,NA
"747",60,140488570,1354872664029077504,1611861790,"_JeremyBooth","Dates are coming soon. Big step forward for the @NB_Baseball @Program15BB @ftrstarsseries Caribbean Classic #WeGotNow https://t.co/ob3ZkNnuuf","Twitter for iPhone",117,NA,NA,NA,FALSE,FALSE,26,4,NA,NA,"WeGotNow",NA,NA,NA,NA,"http://pbs.twimg.com/media/Es15gUtW8AES1nl.jpg","https://t.co/ob3ZkNnuuf","https://twitter.com/_JeremyBooth/status/1354872664029077506/photo/1","photo","http://pbs.twimg.com/media/Es15gUtW8AES1nl.jpg","https://t.co/ob3ZkNnuuf","https://twitter.com/_JeremyBooth/status/1354872664029077506/photo/1",NA,"c(""365013915"", ""3873202333"", ""768995960643084292"")","c(""NB_Baseball"", ""Program15BB"", ""ftrstarsseries"")","en",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c(NA, NA)","c(NA, NA)","c(NA, NA, NA, NA, NA, NA, NA, NA)","https://twitter.com/_JeremyBooth/status/1354872664029077506","Jeremy Booth","Earth ","Husband to @_reneebooth. President and CEO @ftrstarsseries @program15bb. Baseball Analyst @khou. @nb_baseball #WeGotNow J29:11","https://t.co/CHeGeKhsIQ",FALSE,16226,1679,32,48772,71624,1273077148,FALSE,"https://t.co/CHeGeKhsIQ","http://futurestarsseries.com",NA,"https://pbs.twimg.com/profile_banners/140488570/1611123198","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1351774778869370880/nQnXV_ke_normal.jpg",NA,NA
